"id_mandato","cargo","sg_uf","ano_eleicao","nome_tse","forma_saida","data_evento","precisao_data","assumiu","fonte_1","trecho_1","fonte_2","trecho_2","confianca","observacao"
"M2018_RJ_3_20_190000612301","GOVERNADOR","RJ","2018","WILSON JOSÉ WITZEL","impeachment","2021-04-30","ato","Cláudio Bomfim de Castro e Silva","https://www.alerj.rj.gov.br/Visualizar/Noticia/50487","Por unanimidade, o Tribunal Especial Misto (TEM) decidiu pelo impeachment do governador Wilson Witzel, nesta sexta-feira (30/04).","https://g1.globo.com/rj/rio-de-janeiro/noticia/2021/04/30/tribunal-especial-abre-a-sessao-para-decidir-impeachment-de-witzel-1.ghtml","O Tribunal Especial Misto votou de forma unânime na tarde desta sexta-feira (30) pelo impeachment de Wilson Witzel , que perde definitivamente o do cargo de governador do Rio de Janeiro .","alta","Impeachment por crime de responsabilidade julgado pelo Tribunal Especial Misto (cinco deputados e cinco desembargadores) em 30/04/2021, por 10 a 0, com inabilitação por cinco anos. Witzel estava afastado desde agosto de 2020 por decisão do STJ, período em que Cláudio Castro exerceu o governo como interino (G1, 30/04/2021). Castro tomou posse em definitivo em 01/05/2021. fim_wp confere. Não localizei página do TJRJ ou da Alerj sobre o julgamento, por isso as duas fontes são imprensa. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2022_RJ_3_22_190001615753","GOVERNADOR","RJ","2022","CLÁUDIO BOMFIM DE CASTRO E SILVA","renuncia","2026-03-23","ato","Ricardo Couto de Castro","https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/03/23/apos-renuncia-de-castro-presidente-do-tjrj-assume-o-governo-e-tem-48h-para-convocar-eleicao-indireta-entenda.ghtml","Com a renúncia do governador Cláudio Castro (PL) , feita na noite desta segunda-feira (23), o governador em exercício terá até 48 horas para convocar uma eleição indireta que definirá o novo chefe do Palácio Guanabara.","https://www1.folha.uol.com.br/poder/2026/03/claudio-castro-renuncia-ao-governo-do-rj-saio-com-a-cabeca-erguida.shtml","O governador do Rio de Janeiro , Cláudio Castro ( PL ), afirmou nesta segunda-feira (23) que sai com a ""cabeça erguida"" do comando do Palácio Guanabara. Castro sai do cargo para se candidatar ao Senado em outubro.","alta","Renúncia na noite de 23/03/2026, com carta assinada no Palácio Guanabara, anunciada como saída para disputar o Senado e feita na véspera da retomada do julgamento no TSE (Folha, 23/03/2026). Em 24/03/2026 o TSE, por 5 a 2, declarou Castro inelegível por oito anos por abuso de poder nas eleições de 2022 (G1, 24/03/2026), e o acórdão publicado em 23/04/2026 registrou maioria para considerar a cassação do mandato prejudicada pela renúncia de 23/03 (Folha, 24/04/2026). Com o cargo de vice vago desde 21/05/2025 e o presidente da Alerj afastado, assumiu interinamente o presidente do TJRJ, Ricardo Couto de Castro, em 24/03/2026 segundo a Folha de 19/08/2026 (fim_wp e sucessor_ini dão 23/03). No STF segue pendente a definição do mandato-tampão (eleição direta ou indireta), retirada de pauta em 19/08/2026, com Couto mantido por liminar. Nenhum ato oficial (Diário Oficial, Alerj ou TSE) foi lido."
"M1998_RJ_4_131_190001904001311","VICE-GOVERNADOR","RJ","1998","BENEDITA SOUZA DA SILVA SAMPAIO","assumiu_titular","2002-04-05","ato","","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/benedita-sousa-da-silva","Em 5 de abril de 2002, Benedita assumiu o governo do estado, em substituição a Garotinho que, recém desligado do PDT, renunciou ao cargo para concorrer à presidência da República na legenda do Partido Socialista Brasileiro (PSB).","http://www1.folha.uol.com.br/folha/brasil/ult96u31047.shtml","Ao assumir ontem o governo do Rio, a petista Benedita da Silva, 60, disse que estava pegando ""um trem em movimento""","alta","Assumiu o governo em definitivo com a renúncia de Anthony Garotinho na noite de 05/04/2002 (notícia da Folha publicada em 06/04/2002 às 08h09 diz 'ontem'). A cerimônia de posse na Alerj foi na manhã de 06/04/2002 (Folha Online, 06/04/2002, 10h38), data que fim_wp registra. Cargo de vice-governador vago de abril de 2002 até o fim do mandato."
"M2010_RJ_4_15_190000000131","VICE-GOVERNADOR","RJ","2010","LUIZ FERNANDO DE SOUZA","assumiu_titular","2014-04-04","ato","","http://www1.folha.uol.com.br/poder/2014/04/1435752-novo-governador-do-rio-toma-posse-na-assembleia-legislativa.shtml","O peemedebista Luiz Fernando Pezão tomou posse oficialmente como governador do Rio na manhã desta sexta-feira (4) no Palácio Tiradentes, sede da Assembleia Legislativa do Estado.","http://g1.globo.com/rio-de-janeiro/noticia/2014/04/sergio-cabral-renuncia-atraves-de-carta-lida-em-solenidade-no-rio.html","O cargo está em vacância até sexta-feira (4), quando Luiz Fernando Pezão deixa de ser governador em exercício e toma posse do cargo em definitivo.","alta","Assumiu o governo em definitivo com posse na Alerj em 04/04/2014, depois da renúncia de Sérgio Cabral lida em 03/04/2014. Entre a leitura da carta e a posse exerceu o governo como governador em exercício (G1, 03/04/2014). Cargo de vice-governador vago de 04/04/2014 até o fim do mandato. fim_wp (2014-04-03) coincide com a renúncia do titular e sucessor_ini com a posse."
"M2018_RJ_4_20_190000612303","VICE-GOVERNADOR","RJ","2018","CLÁUDIO BOMFIM DE CASTRO E SILVA","assumiu_titular","2021-05-01","ato","","https://www.alerj.rj.gov.br/Visualizar/Noticia/50489","A Assembleia Legislativa do Rio de Janeiro (Alerj) deu posse, neste sábado (01/05), ao governador Cláudio Castro, para exercer o mandato até dezembro de 2022.","https://www1.folha.uol.com.br/poder/2021/05/claudio-castro-toma-posse-como-governador-do-rio-apos-impeachment-de-witzel.shtml","Após o impeachment de Wilson Witzel (PSC) , Cláudio Castro (PSC), aliado do presidente Jair Bolsonaro, assumiu em definitivo o Governo do Rio na manhã deste sábado (1º). A cerimônia de posse ocorreu na Alerj","alta","Assumiu o governo em definitivo com posse na Alerj em 01/05/2021, depois do impeachment de Wilson Witzel julgado em 30/04/2021. Exercia o governo interinamente desde o afastamento cautelar de Witzel pelo STJ em agosto de 2020. A G1 de 30/04 anuncia a posse para sábado (1º) e a Folha de 01/05/2021 confirma que ela ocorreu. Cargo de vice-governador vago de 01/05/2021 até o fim do mandato. fim_wp (2021-04-30) é a data do impeachment do titular. Eleito governador em 2022. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2022_RJ_4_22_190001738844","VICE-GOVERNADOR","RJ","2022","THIAGO PAMPOLHA GONÇALVES","renuncia","2025-05-21","ato","","https://www.alerj.rj.gov.br/Visualizar/Noticia/76016","Logo após o fim da votação que aprovou seu nome ao TCE, Pampolha encaminhou comunicado oficializando sua renúncia ao cargo de vice-governador, que foi lido ainda em plenário pelo presidente da Alerj.","https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/05/21/alerj-nomeacao-thiago-pampolha-conselheiro-do-tce.ghtml","Logo em seguida à eleição na Alerj , Pampolha apresentou sua renúncia ao cargo de vice-governador, e deve tomar posse no TCE nas próximas horas .","alta","Renúncia à vice-governadoria para assumir o cargo de conselheiro do TCE-RJ. A Alerj aprovou a indicação em 21/05/2025 (57 a 5, com 7 abstenções), Pampolha renunciou logo em seguida e assinou o termo de posse no TCE no mesmo dia, com a nomeação publicada em edição extraordinária do Diário Oficial (Tempo Real RJ, 21/05/2025). O Diário Oficial não foi lido. Cargo de vice-governador vago de 21/05/2025 até o fim do mandato. Segundo a Folha (24/04/2026), o acórdão do TSE no caso da folha secreta da Ceperj/Uerj considerou prejudicada, pela renúncia, a cassação do mandato de Pampolha. Mandato de 2022 que terminou antes do fim convencional. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M1998_RN_3_15_200002003000151","GOVERNADOR","RN","1998","GARIBALDI ALVES FILHO","renuncia","2002-04-04","ato","Fernando Freire","https://web.archive.org/web/20021201114319id_/http://www.tribunadonorte.com.br:80/anteriores/020405/politica/poli1.html","foi quem entregou à mesa diretora da Assembléia Legislativa, ontem à tarde, o ofício 089/2002, em que o governador Garibaldi Filho comunicava sua renúncia ao cargo.","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/fernando-antonio-da-camara-freire","o então governador Garibaldi Alves Filho afastou-se de suas funções para dedicar-se a sua candidatura ao Senado Federal. Por este motivo, em 5 de abril de 2002, Fernando Freire assumiu interinamente o governo do estado.","media","Fonte_1 é a Tribuna do Norte de 05/04/2002 (cópia no Internet Archive): o ofício de renúncia foi entregue e lido na Assembleia Legislativa na tarde de 04/04/2002, e a posse de Fernando Freire foi marcada para as 17h de 05/04/2002; a edição de 06/04/2002 confirma a posse 'ontem'. Uso a data do ofício lido (04/04); a transmissão do cargo e o fim_wp são de 05/04/2002. O CPDOC fala em 'assumiu interinamente', mas Freire governou até o fim do mandato. Folha Online de 05/04/2002 lista Garibaldi entre os que saem do governo para disputar vaga no Senado ou na Câmara."
"M2006_RN_3_40_10006","GOVERNADOR","RN","2006","WILMA MARIA DE FARIA","renuncia","2010-03-31","ato","Iberê Ferreira de Souza","https://www.al.rn.leg.br/noticia/172/assembleia-realiza-posse-do-novo-governador-do-estado","Iberê vai assumir o governo em virtude da desincompatibilização da atual governadora, Wilma Maria de Faria. Durante a sessão, o primeiro secretário da Casa, deputado Ricardo Motta deve ler o ofício de renúncia da governadora","https://web.archive.org/web/2010id_/http://g1.globo.com:80/Noticias/Politica/0,,MUL1554234-5601,00-DE+OLHO+NO+SENADO+NOVE+GOVERNADORES+RENUNCIAM+AOS+CARGOS.html","Wilma de Faria (PSB) renunciou ao governo do Rio Grande do Norte na quarta e transmitiu o cargo ao vice, Iberê de Souza (PSB).","alta","Fonte_1 (Assembleia Legislativa do RN, 30/03/2010) anuncia a sessão solene de 'quarta-feira (31)' com leitura do ofício de renúncia; a notícia seguinte da AL-RN, de 31/03/2010, registra a posse de Iberê. Fonte_2 (g1, 03/04/2010, cópia no Internet Archive) diz que a renúncia foi 'na quarta', isto é, 31/03/2010, para disputar o Senado. Data coincide com o fim_wp."
"M1998_RN_4_111_200002004001111","VICE-GOVERNADOR","RN","1998","FERNANDO ANTÔNIO DA CÂMARA FREIRE","assumiu_titular","2002-04-05","ato","","https://web.archive.org/web/20020502174525id_/http://www.tribunadonorte.com.br:80/anteriores/020406/politica/poli1.html","Fernando Freire recebe o cargo de Garibaldi Filho: uma transição sem interrupções 06/04/02 ""Multiplicar o tempo por três, esticar o dia de trabalho para 72 horas"", é o mote que o governador Fernando Freire, empossado ontem no cargo","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/fernando-antonio-da-camara-freire","Por este motivo, em 5 de abril de 2002, Fernando Freire assumiu interinamente o governo do estado.","alta","Posse em sessão solene da Assembleia Legislativa (transferida para o Teatro Alberto Maranhão) em 05/04/2002, após leitura do ofício de renúncia de Garibaldi Filho em 04/04/2002 (Tribuna do Norte, 05/04/2002). Apesar do termo 'interinamente' no CPDOC, Freire governou até 31/12/2002 e disputou o governo em 2002. Fonte_1 só acessível por cópia no Internet Archive. Data coincide com o fim_wp."
"M2006_RN_4_40_10007","VICE-GOVERNADOR","RN","2006","IBERÊ PAIVA FERREIRA DE SOUZA","assumiu_titular","2010-03-31","ato","","https://www.al.rn.leg.br/noticia/171/assembleia-da-posse-a-ibere-ferreira-de-souza","Assembleia dá posse a Iberê Ferreira de Souza 31/03/2010 “Assumo, a partir deste momento, o honroso dever e a grande missão de governar o Rio Grande do Norte.","https://web.archive.org/web/2010id_/http://g1.globo.com:80/Noticias/Politica/0,,MUL1554234-5601,00-DE+OLHO+NO+SENADO+NOVE+GOVERNADORES+RENUNCIAM+AOS+CARGOS.html","Wilma de Faria (PSB) renunciou ao governo do Rio Grande do Norte na quarta e transmitiu o cargo ao vice, Iberê de Souza (PSB).","alta","Posse em sessão solene da Assembleia Legislativa do RN em 31/03/2010 (notícia oficial da AL-RN com essa data). Fonte_2 (g1, 03/04/2010) situa a transmissão na quarta-feira, 31/03/2010. Iberê governou até 01/01/2011. Data coincide com o fim_wp."
"M2006_RO_3_23_10404","GOVERNADOR","RO","2006","IVO NARCISO CASSOL","renuncia","2010-03-31","ato","João Aparecido Cahulla","https://tcero.tc.br/2010/04/05/presidente-do-tce-destaca-obras-durante-renuncia-de-cassol-e-posse-de-cahulla/","O ato, ocorrido na última quarta-feira (31), em sessão solene da Assembleia Legislativa, presidida pelo deputado Neodi Carlos","https://www.rondoniagora.com/geral/rondonia-completa-39-anos-de-instalacao-relembre-fatos-historicos","Ivo Cassol (PPS), catarinense, entrou em 1º de janeiro de 2003 e saiu em 31 de março de 2010.","alta","Renúncia para disputar o Senado em 2010. Notícia do TCE-RO de 05/04/2010 descreve a sessão solene da ALE-RO de quarta-feira, 31/03/2010, que registrou a renúncia de Cassol e a posse de Cahulla. A data de 30/03/2010, que circula em fonte secundária, não tem apoio em nenhum documento que consultei."
"M2014_RO_3_15_220000000187","GOVERNADOR","RO","2014","CONFUCIO AIRES MOURA","renuncia","2018-04-06","ato","Daniel Pereira","https://rondonia.ro.gov.br/posse-e-transmissao-de-cargo-ao-governador-daniel-pereira/","Daniel Pereira tomou posse nessa sexta-feira, dia 6, na Assembleia Legislativa de Rondônia. Em seguida, o agora ex-governador Confúcio Moura transmitiu o cargo a ele.","https://psb40.org.br/daniel-pereira-do-psb-assume-o-governo-de-rondonia/","Pereira assume o governo no lugar de Confúcio Moura, que renunciou ao mandato de governador para concorrer a uma vaga no Senado","alta","Renúncia para disputar o Senado. Segundo o próprio governador (Rondoniagora, 04/04/2018), a carta seria apresentada à ALE-RO na quinta-feira 05/04 com saída em 06/04/2018, data da posse de Daniel Pereira. A matéria do PSB (06/04/2018) registra a posse de Daniel Pereira na ALE-RO na sexta-feira (6). Retrospectiva do Rondoniagora (04/01/2021) e Wikipédia dão fim em 05/04/2018; adotei a data de efeito da renúncia e da posse do sucessor (06/04). Site do Governo de RO com conteúdo suspenso no período eleitoral de 2026, por isso não serviu como fonte. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2006_RO_4_23_10642","VICE-GOVERNADOR","RO","2006","JOÃO APARECIDO CAHULLA","assumiu_titular","2010-03-31","ato","","https://tcero.tc.br/2010/04/05/presidente-do-tce-destaca-obras-durante-renuncia-de-cassol-e-posse-de-cahulla/","durante a renúncia do ex-governador e posse do novo chefe do Executivo rondoniense, João Cahulla. O ato, ocorrido na última quarta-feira (31), em sessão solene da Assembleia Legislativa","https://www.rondoniagora.com/geral/rondonia-completa-39-anos-de-instalacao-relembre-fatos-historicos","Em 2006, João Cahulla foi eleito vice-governador, e em 31 de março de 2010, com a renúncia de Ivo Cassol, assumiu a vaga de governador.","alta","Assumiu o governo em definitivo em 31/03/2010 e o exerceu até 01/01/2011. Cargo de vice-governador vago no restante do mandato."
"M2014_RO_4_15_220000000188","VICE-GOVERNADOR","RO","2014","DANIEL PEREIRA","assumiu_titular","2018-04-06","ato","","https://rondonia.ro.gov.br/posse-e-transmissao-de-cargo-ao-governador-daniel-pereira/","Daniel Pereira tomou posse nessa sexta-feira, dia 6, na Assembleia Legislativa de Rondônia. Em seguida, o agora ex-governador Confúcio Moura transmitiu o cargo a ele.","https://psb40.org.br/daniel-pereira-do-psb-assume-o-governo-de-rondonia/","tomou posse como chefe do Executivo local em ato na Assembleia Legislativa, nesta sexta-feira (6), em Porto Velho.","alta","Posse como governador em 06/04/2018 após a renúncia de Confúcio Moura (notícia PSB de 06/04/2018; OAB-RO de 09/04/2018). Wikipédia dá fim da vice em 06/04/2018; retrospectiva do Rondoniagora dá início do governo em 06/04/2018. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M1998_RR_3_11_230002303000111","GOVERNADOR","RR","1998","NEUDO RIBEIRO CAMPOS","renuncia","2002-04-05","intervalo","Francisco Flamarion Portela","https://www12.senado.leg.br/noticias/materias/2002/05/10/mozarildo-destaca-atuacao-do-governo-neudo-campos","O senador registrou que Neudo Campos deixa o governo para concorrer a uma vaga ao Senado","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2002/04/doe-20020416.pdf","Francisco Flamaríon Portela - Governador do Estado de Roraima","media","data exata entre 2002-04-05 a 2002-04-16. A forma (renúncia para disputar o Senado em 2002) está sustentada pela Agência Senado (10/05/2002) e o DOE-RR de 16/04/2002 já traz Flamarion Portela como governador. A data exata do ato NÃO foi localizada em fonte admissível. As edições do DOE-RR anteriores a 16/04/2002 não estão online e o acervo da Folha de 04 a 08/04/2002 não cobre o caso. A própria Wikipédia diverge (06/04/2002 na lista de governadores; 05/04/2002 na de vices); a data registrada segue a lista de vices e é compatível com decretos de Flamarion no DOE de 17/04/2002 com efeitos a contar de 05/04/2002, mas isso é indício, não prova. O prazo legal de desincompatibilização para 06/10/2002 vencia em 06/04/2002."
"M2002_RR_3_17_388","GOVERNADOR","RR","2002","FRANCISCO FLAMARION PORTELA","cassacao","2004-11-09","ato","Ottomar de Sousa Pinto","https://noticias.stf.jus.br/postsnoticias/supremo-mantem-flamarion-portela-afastado-do-cargo-de-governador-em-roraima/","Flamarion foi cassado pelo Tribunal Superior Eleitoral (TSE) em 9 de novembro deste ano, por abuso de poder econômico nas eleições de 2002.","https://www1.folha.uol.com.br/fsp/brasil/fc1111200415.htm","o TSE (Tribunal Superior Eleitoral) decidiu anteontem, em definitivo, cassar o mandato de Flamarion, considerado culpado por crimes eleitorais de abuso do poder econômico e político.","alta","Cassação pelo TSE por abuso de poder econômico e político na eleição de 2002; o acórdão determinou a posse do 2º colocado, Ottomar Pinto. Folha (11/11/2004) informa que a cassação vinha de agosto e que Flamarion permaneceu no cargo por recursos, e que o presidente da ALE-RR, Mecias de Jesus, exerceu o governo interinamente das 3h de segunda (08/11) até as 18h de 10/11/2004; o DOE-RR de 09/11/2004 traz Mecias de Jesus como governador e o de 10/11/2004 já traz Ottomar de Sousa Pinto, com decretos datados de 10/11/2004. STF indeferiu liminar na RCL 3019 (29/12/2004)."
"M2006_RR_3_45_10100","GOVERNADOR","RR","2006","OTTOMAR DE SOUSA PINTO","falecimento","2007-12-11","ato","José de Anchieta Júnior","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2007/12/doe-20071211.pdf","Declarar luto oficial em todo Estado de Roraima, por 7 (sete) dias, a contar de 11 de dezembro de 2007, em sinal de pesar pelo falecimento do Excelentíssimo Senhor Governador do Estado de Roraima OTTOMAR DE SOUSA PINTO.","https://www.folhabv.com.br/colunas/desde-que-roraima-virou-estado-governo-e-prefeitura-nunca-se-uniram","Com o falecimento de Ottomar, em 11 de dezembro de 2007, assumiu o Governo o vice, José de Anchieta Júnior (2007–2014)","alta","Decreto nº 8.525-E de 11/12/2007 (DOE-RR). Folha de S.Paulo de 12/12/2007 (fc1212200730) relata a morte em Brasília, no InCor, às 13h42, por parada cardiorrespiratória. O vice assinou como governador em exercício em 11/12/2007 e tomou posse como titular em 14/12/2007."
"M2010_RR_3_45_230000000057","GOVERNADOR","RR","2010","JOSE DE ANCHIETA JUNIOR","renuncia","2014-04-04","ato","Francisco de Assis Rodrigues (Chico Rodrigues)","https://g1.globo.com/rr/roraima/noticia/2014/04/chico-rodrigues-toma-posse-e-fala-em-mudancas-de-secretariado-em-rr.html","Após reconhecer a renúncia de José de Anchieta (PMDB), o presidente da Casa, deputado Chico Guerra (PROS), assumiu o cargo até Rodrigues ser declarado governador e empossado às 20h30.","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2014/04/doe-20140407.pdf","Boa Vista-RR, (segunda-feira) 07 de abril de 2014 Diário Oficial Estado de Roraima - ano XXVI Francisco de Assis Rodrigues - Governador do Estado","media","Renúncia para disputar o Senado (G1 de 04/04/2014, 10h27, anunciava carta de renúncia a ser assinada às 17h no Palácio Senador Hélio Campos). G1 (04/04/2014, 22h18) registra a renúncia reconhecida pela ALE-RR e a posse de Chico Rodrigues na noite de sexta-feira, 4. O DOE-RR confirma a troca sem datar o ato: a edição de 04/04/2014 traz decretos de Anchieta datados de 4 de abril e a de 07/04/2014 já traz Chico Rodrigues como governador. A matéria da posse grafa o partido de Anchieta como PMDB; a do G1 da manhã do mesmo dia o identifica como PSDB."
"M2022_RR_3_11_230001604255","GOVERNADOR","RR","2022","ANTONIO OLIVERIO GARCIA DE ALMEIDA","renuncia","2026-03-27","ato","Edilson Damião Lima","https://web.archive.org/web/20260420070659/https://portal.rr.gov.br/antonio-denarium-encerra-ciclo-com-balanco-de-gestao-e-transmite-cargo-de-governador-a-edilson-damiao/","O governador Antonio Denarium assinou, nesta sexta-feira, 27, o termo de renúncia ao cargo durante Sessão Solene realizada na Assembleia Legislativa Estadual. Com o ato, ele transmitiu o Executivo estadual para o agora recém-empossado governador Edilson Damião","https://www.folhabv.com.br/politica/governador-de-roraima-renuncia-ao-cargo-em-cerimonia-na-assembleia/","Antonio Denarium (Progressistas) renunciou oficialmente ao cargo de governador na noite desta sexta-feira (27), em cerimônia na Assembleia Legislativa (ALE-RR).","alta","A forma_atual do banco (perda do mandato inferida por eleição suplementar) está errada para este mandato. Denarium renunciou em 27/03/2026 para disputar o Senado, antes do desfecho do processo de cassação da chapa no TSE (abuso de poder político e econômico nas eleições de 2022). Coluna da Folha BV (12/06/2026) informa que depois o TSE cassou o mandato de Edilson Damião, então governador, e que assumiu o presidente da ALE-RR, Soldado Sampaio. A cassação atinge o mandato já exercido por Damião, não a saída de Denarium. Não conferi a decisão do TSE nem a data dela, porque o portal do TSE recusou a consulta. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M1998_RR_4_171_230002304001711","VICE-GOVERNADOR","RR","1998","FRANCISCO FLAMARION PORTELA","assumiu_titular","2002-04-05","intervalo","","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2002/04/doe-20020416.pdf","Francisco Flamaríon Portela - Governador do Estado de Roraima","https://www12.senado.leg.br/noticias/materias/2002/05/10/mozarildo-destaca-atuacao-do-governo-neudo-campos","O senador registrou que Neudo Campos deixa o governo para concorrer a uma vaga ao Senado","media","data exata entre 2002-04-05 a 2002-04-16. A forma (vice que assumiu o governo em definitivo com a renúncia de Neudo Campos) está sustentada: o DOE-RR de 16/04/2002 já o traz como governador e a Agência Senado registra a saída de Neudo. A data exata da posse NÃO foi localizada em fonte admissível (DOE-RR anterior a 16/04/2002 fora do acervo online). A Wikipédia dá 05/04/2002 para o fim da vice e 06/04/2002 para o fim do governo de Neudo. Decretos de Flamarion publicados no DOE de 17/04/2002 têm efeitos a contar de 05/04/2002, o que é indício compatível com 05/04. Folha (11/11/2004) diz erroneamente que ele assumiu em 2000."
"M2002_RR_4_17_229","VICE-GOVERNADOR","RR","2002","SALOMÃO AFONSO DE SOUZA CRUZ","cassacao","2004-11-09","ato","Erci de Moraes","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2004/11/doe-20041110.pdf","OTTOMAR DE SOUSA PINTO GOVERNADOR DO ESTADO DE RORAIMA ERCI MORAES VICE-GOVERNADOR","https://www.folhabv.com.br/cotidiano/morre-ex-vice-governador-de-roraima-erci-de-moraes/","Já em 2004, por decisão do Tribunal Superior Eleitoral (TSE), ele foi diplomado e empossado como vice-governador de Roraima, após Flamarion Portela ter sido cassado e Ottomar ter assumido o cargo em seu lugar.","media","Perdeu o mandato com a cassação da chapa de Flamarion Portela pelo TSE em 09/11/2004 (data da decisão definitiva segundo notícia do STF de 29/12/2004 e Folha de 11/11/2004). As fontes abertas não nomeiam Salomão Cruz; sustentam a queda da chapa pela substituição do vice por Erci de Moraes, já no expediente do DOE-RR de 10/11/2004. Mecias de Jesus (presidente da ALE-RR) governou interinamente entre 08 e 10/11/2004, o que indica que também o vice estava fora do cargo. Wikipédia dá 10/11/2004 (data da posse de Ottomar e Erci)."
"M2006_RR_4_45_10101","VICE-GOVERNADOR","RR","2006","JOSE DE ANCHIETA JUNIOR","assumiu_titular","2007-12-14","ato","","https://www.psdb.org.br/acompanhe/noticias/anchieta-junior-toma-posse-como-governador-de-roraima/","O presidente da Assembléia Legislativa, Mecias de Jesus deu posse, na manhã desta sexta-feira (14), ao novo governador do Estado de Roraima, José de Anchieta Junior.","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2007/12/doe-20071211.pdf","Palácio Senador Hélio Campos/RR, 11 de dezembro de 2007. JOSÉ DE ANCHIETA JUNIOR Governador, em exercício, do Estado de Roraima","alta","Com a morte de Ottomar Pinto em 11/12/2007, Anchieta passou a exercer o governo no mesmo dia (decretos de 11/12/2007 assinados como governador em exercício) e tomou posse como titular na ALE-RR em 14/12/2007 (PSDB, 14/12/2007); o DOE-RR de 17/12/2007 traz atos de 14/12/2007 assinados como Governador do Estado. data_evento = posse definitiva; a vacância ocorreu em 11/12/2007 (data usada pela Wikipédia)."
"M2010_RR_4_45_230000000058","VICE-GOVERNADOR","RR","2010","FRANCISCO DE ASSIS RODRIGUES","assumiu_titular","2014-04-04","ato","","https://g1.globo.com/rr/roraima/noticia/2014/04/chico-rodrigues-toma-posse-e-fala-em-mudancas-de-secretariado-em-rr.html","O novo governador de Roraima, Chico Rodrigues (PSB), tomou posse na noite desta sexta-feira (4) em uma cerimônia na Assembleia Legislativa do Estado.","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2014/04/doe-20140407.pdf","Boa Vista-RR, (segunda-feira) 07 de abril de 2014 Diário Oficial Estado de Roraima - ano XXVI Francisco de Assis Rodrigues - Governador do Estado","media","Posse como governador em 04/04/2014, às 20h30, na ALE-RR, após a renúncia de José de Anchieta Júnior (G1). O DOE-RR confirma a forma sem datar a posse: em 04/04/2014 ainda figura como vice-governador no expediente e em 07/04/2014 já como governador."
"M2014_RR_4_11_230000000005","VICE-GOVERNADOR","RR","2014","PAULO CESAR JUSTO QUARTIERO","renuncia","2018-01-25","ato","","https://www.imprensaoficial.rr.gov.br/app/_edicoes/2018/01/doe-20180126.pdf","Boa Vista, sexta-feira, 26 de janeiro de 2018 www.imprensaoficial.rr.gov.br VICE-GOVERNADOR DO ESTADO DE RORAIMA SECRETARIADO","https://g1.globo.com/rr/roraima/noticia/vice-governador-de-rr-renuncia-ao-cargo-e-cita-incompatibilidade-com-gestao-da-governadora.ghtml","O vice-governador de Roraima, Paulo César Quartiero (Sem partido) entregou uma carta de renúncia à Assembleia Legislativa de Roraima (Ale-RR) e deixou o cargo. Uma sessão extraordinária ocorreu nesta sexta-feira (26) na Casa por convocação dele.","media","Renúncia por incompatibilidade com a gestão da governadora Suely Campos; o cargo de vice ficou vago. G1 (26/01/2018) diz que a renúncia já estava protocolada na ALE-RR quando da sessão extraordinária de 26/01/2018, sem dar a data do protocolo. O expediente do DOE-RR de 25/01/2018 ainda traz PAULO CESAR JUSTO QUARTIERO como vice-governador e o de 26/01/2018 traz o cargo sem nome; a data 25/01/2018 (também a da Wikipédia) é inferida dessa sequência, podendo o ato ser de 25 ou 26/01/2018. A Secom estadual declarou ao G1 não ter recebido comunicado formal."
